trade_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,volatility_30d_outlier_flag,volume_j_outlier_flag,settlement_date_was_missing,credit_rating_was_missing,bid_was_missing,ask_was_missing,volatility_30d_was_missing,country_risk_was_missing,asset_class_was_missing,counterparty_name_hash,trader_id_hash,counterparty_id_hash
TRD003703,FR0000000079,2024-05-14,2024-05-16,equity,11413606.74,279.034,40904,278.31,279.1895,278.74975,2508573,17.0,bbb,0,technology,37.3,0,0,0,0,0,0,0,0,0,68735d74b63994eb6a3c5c57f2bdad4ecfc3ecfdf0ca341a9d02d96740d6888b,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,636e978d6dce47dc89903c81489d40107e95b2a4c0716f1a039c9e38989a652e
TRD003818,FR0000000075,2024-04-23,2024-04-25,derivative,562392.2,35.1891,15982,35.1629,35.2537,35.2083,4371826,45.51,ccc,0,consumer discretionary,24.2,0,0,0,0,0,0,1,0,0,8bc3ec8696c9a0f62a8e9fea37800e5b06408533a5ecc6b8e53dd5604f87adf3,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,4bc873969484f8c465ab82553baaa5b97bdf91bfa8e496a89b4b1ee719318e2b
TRD006434,FR0000000086,2024-05-15,2024-05-17,bond,2265015.4,110.84,20435,110.6364,110.8799,110.75815,365550,60.43,a,0,healthcare,10.0,0,0,0,0,0,0,0,0,0,035771171635c17389acfd27c349523afb1170639a138e8552a195fe681faa06,d067e379490cea7a30305b4977258ce4da1e4bddde10ccec9302e5291a71481d,b4fffea3bacbd22b3cefd257096f624f14efcee0dd8169a41de8cd68218f384d
TRD003801,FR0000000020,2024-02-12,2024-02-14,fx,64185.6,1.4946,42945,1.492289,1.4956,1.493944,2630335,56.83,d,1,technology,14.3,0,0,0,0,0,0,0,0,0,9f35de8e44ea372b5e7515c5c3bcb7f9669bb862406294cc1fb85261285fc3ed,761210ee2e9f1afa3b5bfa392cbb5ff5b316c5af8c5da7109fa281cf5782b966,77efb69b8aefc1fa218c505b9447765990db987b81c30f70c4a518ec2c70c4a0
TRD001947,FR0000000108,2024-05-28,2024-05-30,fx,12137.76,1.1969,10141,1.196507,1.1974,1.196954,416603,46.59,b,0,technology,18.2,0,0,0,0,0,0,0,0,0,c9b4df8ef96578fc68a2548d09e471f44c4bdd4752976c780aaabfec3c0da739,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,3b274186a5adb89e6c36e9236bf4164fedb36e1ab487ba9627bb78aa55dd6acd
TRD006234,FR0000000124,2024-04-12,2024-04-15,fx,17557.55,0.8635,20333,0.862112,0.8636,0.862856,1153530,25.65,a,0,financials,37.0,0,0,0,0,0,0,0,0,0,f910def6426247ee203ac62a2113e30a0f15b621b0667db7df59f8002609f66c,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,4772c6c4b2e3a88e8065298a4e3ca0c9e02c4bf6e1642bffce0dac2c1bacafc3
TRD001592,FR0000000026,2024-05-13,2024-05-15,equity,5425835.13,294.9144,18398,294.65,295.7063,295.17815,3188442,74.55,nr,0,healthcare,12.1,0,0,0,1,0,0,0,0,0,73febc43038874270d4339cb24a32eb5d65df135939770db904b6ecf4a5a5ef4,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,c89068fd46dad2624ededc82bdb70acbc3a596fd82049049bf7858e2de548b56
TRD005888,FR0000000123,2024-04-12,2024-04-15,bond,5497172.66,113.6249,48380,113.5868,113.6873,113.63705,2958235,10.7,d,1,consumer discretionary,22.5,0,0,0,1,0,0,0,0,0,8bc3ec8696c9a0f62a8e9fea37800e5b06408533a5ecc6b8e53dd5604f87adf3,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,4bc873969484f8c465ab82553baaa5b97bdf91bfa8e496a89b4b1ee719318e2b
TRD002200,FR0000000123,2024-02-28,2024-03-01,fx,50628.09,1.1099,45615,1.109141,1.1138,1.11147,102307,26.44,bb,0,financials,59.8,0,0,0,0,0,0,0,0,0,6889444dd18e9fc5cde5c8ad799e66d31af402594f71151b9f832a8739d968d4,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,1c62be0806f85e36a48bf75837ce03c8b51c5b2eed0cca7bb4e0bd3bf5e32336
TRD002894,FR0000000079,2024-06-05,2024-06-07,fx,29933.94,1.0007,29913,1.000327,1.0021,1.001214,3305872,24.88,ccc,1,consumer discretionary,23.4,0,0,0,0,0,0,0,0,0,8bc3ec8696c9a0f62a8e9fea37800e5b06408533a5ecc6b8e53dd5604f87adf3,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,4bc873969484f8c465ab82553baaa5b97bdf91bfa8e496a89b4b1ee719318e2b
TRD003185,FR0000000136,2024-02-27,2024-02-29,fx,2097333.4,47.7894,43887,47.7743,47.8137,47.794,800603,76.53,ccc,1,consumer discretionary,12.7,0,0,0,0,0,0,0,0,1,23ecc7320a0f39b4da125a1acc97cd66288d0822406cb383523bd40518c43b2b,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,be0bf8e1d7bd29a15c046159f6d6c288ee764ea569e76b268e284a7cf1b0157d
TRD008002,FR0000000147,2024-06-24,2024-06-26,bond,3563198.4,111.2665,32024,111.2309,111.3163,111.2736,3430702,52.51,b,0,industrials,20.4,0,0,0,0,0,0,0,0,0,1ee12a48db3d84a36ea106bcdd6580969700c6684e9af2b3386fb639996f504e,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,9a98694dba93816f76dde2b3da7d16bfa1ad4ebe5785684b064bd319300aa028
TRD006204,FR0000000072,2024-06-10,2024-06-12,bond,3985392.82,112.2551,35503,111.9998,112.4167,112.20825,474773,84.36,aa,0,healthcare,15.9,0,0,0,0,0,0,0,0,0,f546dc9858b23194d1d7ced5ff7cd0fcf846b804981ca0f0d5c754890d5bf2e9,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,7e3d1dc029e2984c81053d0b089efcfeff87c6c823f851e8983e2bd001de4305
TRD007592,FR0000000109,2024-04-24,2024-04-26,derivative,593634.83,19.9521,29753,19.9414,19.9588,19.9501,4933375,64.11,bb,0,healthcare,39.9,0,0,0,0,0,0,0,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD001897,FR0000000084,2024-01-08,2024-01-10,bond,914856.37,90.107,10153,90.046,90.3912,90.2186,2652722,7.18,bbb,0,technology,41.4,0,0,0,0,0,0,0,0,0,58cca389665c8934d87bde10b2096873c280ec04632aefecb6a55d22d58cc364,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,319cba46fd970389b38b3376296ab68a6d48491c0df43967dce982554f7dd5c5
TRD006035,FR0000000087,2024-02-15,2024-02-19,fx,46937.66,1.2666,37058,1.26613,1.2668,1.266465,549654,50.69,a,0,financials,41.1,0,0,0,0,0,0,0,0,0,f910def6426247ee203ac62a2113e30a0f15b621b0667db7df59f8002609f66c,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,4772c6c4b2e3a88e8065298a4e3ca0c9e02c4bf6e1642bffce0dac2c1bacafc3
TRD004227,FR0000000094,2024-03-08,2024-03-11,equity,982582.01,538.4011,1825,538.3,539.049,538.6745,4008919,40.46,bbb,0,technology,54.1,0,0,0,0,0,0,0,0,0,50e3f0170f50790b0ca934ffac1698cc2a1f26cec008abeb821bf9a00c189d38,e45f0c8575eb36a66c5b1b73f67205969b928b7f0eb3240aef25ff90ee6b7c04,9cf15b6eec5d98f27c3453735cd922a14e22d97f42d207d8e7c27cb34eeacd5e
TRD001723,FR0000000123,2024-04-22,2024-04-24,bond,1705265.11,97.2215,17540,97.1359,97.2596,97.19775,2569729,36.83,bb,0,healthcare,11.5,0,0,0,0,0,0,0,0,0,292256403284bf5104395b5f21219b8427f68ee3bf50fc365e5881904058ae2f,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,6f20cda4e384c96d4c1461a48dde552bf3d17dca2a379c658a876340b9995ac7
TRD006995,FR0000000101,2024-06-17,2024-06-19,equity,3066476.54,198.0928,15480,198.08,198.1844,198.1322,4461884,45.51,b,0,consumer discretionary,15.1,0,0,0,0,0,0,1,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD008326,FR0000000144,2024-03-28,2024-04-01,fx,10459.76,1.3689,7641,1.367359,1.3733,1.37033,1448867,45.51,bbb,0,financials,67.4,0,0,0,0,0,0,1,0,0,cbb1e8f16bb21d047a3a35073bbd599f495d8c3a5edcd200c4bd1073d5b5821e,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,9fe1ba1b031a29982e2992062f1ca3cacc124dc22c4ec67efbe9110d37597406
TRD004097,FR0000000134,2024-02-08,2024-02-12,derivative,98343.29,2.2119,44461,2.2088,2.2145,2.21165,2987193,61.55,aa,0,energy,15.5,0,0,0,0,0,0,0,0,0,f73862ddfb5ee6f5b4354868585772cac6fcfbc2c7617c3e6aa8ae1501148dd8,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,6d6e82c693ecb124dc79362ccdfa40f80588c7281cf48775c6d64fbada750585
TRD004348,FR0000000106,2024-03-01,2024-03-04,derivative,498709.97,25.7014,19404,25.6941,25.7454,25.71975,22078,25.95,ccc,0,consumer discretionary,10.4,0,0,0,0,0,0,0,0,0,23ecc7320a0f39b4da125a1acc97cd66288d0822406cb383523bd40518c43b2b,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,be0bf8e1d7bd29a15c046159f6d6c288ee764ea569e76b268e284a7cf1b0157d
TRD004796,FR0000000139,2024-06-04,2024-06-06,equity,16130057.44,603.4214,26731,601.98,604.1077,603.04385,863701,58.61,bbb,0,utilities,70.0,0,0,0,0,0,0,0,0,0,b1cf1ea2de50638aaf8c4fb058c7752f3b6a3f0330ea2fbc4aff0299f1aaf036,72906a7176a3a0dc0a78c45f015b2eafe3e556725cecd30ce641954f182b24b4,ad1d3e46d025d2d48cc212afc2a62ace520fce791badf64bad3401ef2cdef37a
TRD003238,FR0000000012,2024-02-19,2024-02-21,bond,3839013.56,111.1984,34524,111.0537,111.3116,111.18265,1440514,71.58,bb,0,consumer discretionary,21.6,0,0,0,0,0,0,0,0,0,8656d2d7fd50be6f0d289026f8f61cae4d845c63fc57ff66edcedd0161abe29c,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,78d35f103b100d7cfbfab46e7d523baa36ac51a136c69a18b7ada521c1496cb4
TRD000578,FR0000000063,2024-04-17,2024-04-19,fx,25472.58,1.0394,24507,48.01285,48.11725,1.0404,4453028,62.22,b,0,technology,14.4,0,0,0,0,1,1,0,0,0,c9b4df8ef96578fc68a2548d09e471f44c4bdd4752976c780aaabfec3c0da739,26514d4366d12e701dae1a73fc47f74535519a86ac41dceee760e1bba51383f0,3b274186a5adb89e6c36e9236bf4164fedb36e1ab487ba9627bb78aa55dd6acd
TRD003144,FR0000000012,2024-04-04,2024-04-08,fx,51837.52,1.2939,40063,1.292979,1.2971,1.29504,238190,76.58,a,0,healthcare,41.0,0,0,0,0,0,0,0,0,0,42194dc6bc24df88486c63ae655c44a464ba088043446f94642f5bcfd2db35fb,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,cfdf1716a4bfe3e39d22a4ba8621fddbad2f130a873e4acd7ee8be4be9e056a8
TRD008431,FR0000000057,2024-04-04,2024-04-08,equity,28578129.86,575.5106,49657,574.37,576.2855,575.32775,2123483,45.51,bbb,0,financials,50.5,0,0,0,0,0,0,1,0,0,ec6126b1d9bc176546be78e3d637254d7eac39657deae1d045e4f81db7510ede,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,d69a979a1834268a96bfbc591ba6800183dd2cd5201cc8c91d626ebf17cb9872
TRD002371,FR0000000132,2024-05-29,2024-05-31,bond,4723230.07,112.9014,41835,112.627,112.9447,112.78585,4810814,61.85,a,0,consumer discretionary,55.9,0,0,0,0,0,0,0,0,0,e5d543dd4c5391cc3f8d8c44b259c117ef41f0dd4d8e0c0c70e681d48be01707,26514d4366d12e701dae1a73fc47f74535519a86ac41dceee760e1bba51383f0,0be3151f95603608128101c878b429131ca17f61a65a98d683c66ba43fefac00
TRD006146,FR0000000032,2024-02-05,2024-02-07,derivative,1227115.38,49.5144,24783,49.4061,49.5719,49.489,4889684,23.85,bb,0,technology,76.1,0,0,0,0,0,0,0,0,0,eba48b362aec6f28e77dbdbcca0853d05ab088cb49e37b08fbcb260705efacff,2c583c5e437aeb30a4b7e240da5fc09375afe5f1a64c13142f970b7ffe12b06a,ad68dc86721e93fb3a7afc896c88ab8091499a3cbcff6b6b4baa96c14f0b9177
TRD003184,FR0000000005,2024-01-26,2024-01-29,equity,3417431.74,327.8741,10423,327.44,328.0156,327.7278,1010207,24.96,ccc,1,consumer discretionary,8.5,0,0,0,0,0,0,0,0,0,23ecc7320a0f39b4da125a1acc97cd66288d0822406cb383523bd40518c43b2b,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,be0bf8e1d7bd29a15c046159f6d6c288ee764ea569e76b268e284a7cf1b0157d
TRD000957,FR0000000076,2024-03-08,2024-03-11,fx,18726.95,1.0323,18141,1.031463,1.0341,1.032782,2429529,52.55,bb,1,energy,21.1,0,0,0,0,0,0,0,0,0,5c6826966ba47749e387d9639e944a50b302ab8a6c6156c20782304f98faa6e6,e45f0c8575eb36a66c5b1b73f67205969b928b7f0eb3240aef25ff90ee6b7c04,3ab22f091c6f39b0a8cc85d808681b44a3e4bc052bea64e29443248038c3c5a2
TRD005159,FR0000000080,2024-06-25,2024-06-27,derivative,599852.45,17.7319,33829,17.7273,17.7466,17.73695,4593330,45.51,aa,0,financials,20.4,0,0,0,0,0,0,1,0,0,6ba3aef6f74d87238d327c5acdc4a258a626050c05733937835d2b9e0c98893d,e45f0c8575eb36a66c5b1b73f67205969b928b7f0eb3240aef25ff90ee6b7c04,1dc0f52afc63d4704fec7eb1d3ad9b645230abc9c6ac56a548e1991c9def7529
TRD006328,FR0000000106,2024-03-05,2024-03-07,bond,958585.56,89.6377,10694,89.5747,89.8358,89.70525,2692826,31.29,nr,0,healthcare,37.2,0,0,0,1,0,0,0,0,0,42194dc6bc24df88486c63ae655c44a464ba088043446f94642f5bcfd2db35fb,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,cfdf1716a4bfe3e39d22a4ba8621fddbad2f130a873e4acd7ee8be4be9e056a8
TRD001954,FR0000000022,2024-02-19,2024-02-21,derivative,819959.88,32.2134,25454,32.1818,32.3314,32.2566,3659743,23.11,bb,0,financials,36.5,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,333fc0a5a5762840832635cf1e55f2ce92ab1eb7f5826361472b3238b4d9fb13
TRD006000,FR0000000130,2024-04-08,2024-04-10,derivative,1370767.23,30.7609,44562,30.6752,30.8232,30.7492,1259613,54.34,a,0,healthcare,38.8,0,0,0,0,0,0,0,0,0,42194dc6bc24df88486c63ae655c44a464ba088043446f94642f5bcfd2db35fb,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,cfdf1716a4bfe3e39d22a4ba8621fddbad2f130a873e4acd7ee8be4be9e056a8
TRD007591,FR0000000091,2024-06-11,2024-06-13,derivative,1208777.6,32.4043,37303,32.3741,32.4472,32.41065,437354,45.51,aa,0,technology,36.7,0,0,0,0,0,0,1,0,0,312b3c69d2e4a2539e63cf202232c4f1c2875efe66b1aa64568173b916916d4e,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,cbda24d82bffdc989109b238b9dc824596cba5fa8b21fdc0b2c899c38b896aee
TRD001879,FR0000000074,2024-05-22,2024-05-24,equity,8529940.68,194.5077,43854,193.92,194.683,194.3015,4965978,43.36,bbb,0,healthcare,73.4,0,0,0,0,0,0,0,0,0,477ace9750c0bb75927381af23050b1bb9c717a24cecb801cce77acc07d4068a,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,c616564d8838fe033d766e4a81d4d58f4f4e7c215a75015271543377d8837ade
TRD003950,FR0000000020,2024-03-18,2024-03-20,bond,5228223.18,113.2508,46165,113.174,113.2805,113.22725,4430244,53.75,nr,0,financials,59.7,0,0,0,1,0,0,0,0,0,ec6126b1d9bc176546be78e3d637254d7eac39657deae1d045e4f81db7510ede,72906a7176a3a0dc0a78c45f015b2eafe3e556725cecd30ce641954f182b24b4,d69a979a1834268a96bfbc591ba6800183dd2cd5201cc8c91d626ebf17cb9872
TRD000550,FR0000000023,2024-04-30,2024-05-02,derivative,736173.3,35.70135,20630,35.6577,35.745,35.70135,2367204,8.53,a,0,utilities,51.5,0,0,0,0,0,0,0,0,0,cba9cf11fe42c792281857ce9136ce9e09a1bef80c5d8afa86958e1da489a7a5,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,1439ef9f86977da34f609c8662f2c8e96243fa4121ed9c645a63e502c03a9d48
TRD005434,FR0000000060,2024-01-15,2024-01-17,derivative,1437098.11,40.9523,35092,40.926,41.1241,41.02505,4981018,45.51,bb,0,healthcare,9.3,0,0,0,0,0,0,1,0,0,73febc43038874270d4339cb24a32eb5d65df135939770db904b6ecf4a5a5ef4,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,c89068fd46dad2624ededc82bdb70acbc3a596fd82049049bf7858e2de548b56
TRD005066,FR0000000115,2024-03-01,2024-03-04,equity,18131582.6,433.4381,41832,432.62,434.1844,433.4022,1946847,47.99,nr,0,consumer discretionary,15.5,0,0,0,1,0,0,0,0,0,8656d2d7fd50be6f0d289026f8f61cae4d845c63fc57ff66edcedd0161abe29c,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,78d35f103b100d7cfbfab46e7d523baa36ac51a136c69a18b7ada521c1496cb4
TRD005821,FR0000000003,2024-04-16,2024-04-18,equity,8107608.5,206.5738,39248,206.32,206.7299,206.52495,2083004,9.06,b,0,consumer discretionary,12.3,0,0,0,0,0,0,0,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD004207,FR0000000041,2024-06-19,2024-06-21,fx,41675.82,1.1887,35060,1.185906,1.189,1.187453,4635140,70.73,d,1,technology,52.7,0,0,0,1,0,0,0,0,0,db06d340b4e8e68ffca7d87898df665bc80010bba6b9d7d3796fb999a29c4f8b,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,1819fe77d699b2de13c73a0046e8ac9e1172bcf649a1fa187a7e462241714b00
TRD008352,FR0000000095,2024-06-28,2024-07-01,bond,1405974.51,99.7428,14096,99.6913,99.8933,99.7923,2202558,61.79,bb,0,financials,35.7,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,d067e379490cea7a30305b4977258ce4da1e4bddde10ccec9302e5291a71481d,333fc0a5a5762840832635cf1e55f2ce92ab1eb7f5826361472b3238b4d9fb13
TRD002937,FR0000000117,2024-06-10,2024-06-12,fx,47250.27,1.3388,35293,1.337887,1.3395,1.338694,4973881,26.16,b,0,healthcare,47.2,0,0,0,0,0,0,0,0,0,3961d3483dc07abf20ef23c1279aa2bfd776a1c96193c784321d0ebdd58b7cc0,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,32326423f44b98411268d93a48635c80021b692871240c14cf356969b7362dc7
TRD000292,FR0000000002,2024-02-05,2024-02-07,equity,15033115.65,449.9047,33414,449.28,450.3797,449.82985,1466684,67.49,nr,0,technology,26.9,0,0,0,1,0,0,0,0,0,b529f7600e41e497182f7870990af3945f515807bc5fd28c6bcbd34485dc5bcb,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,514ac77a4966fbd19c75f018b26c7739b2466f589aad7495964acb12df8e80a5
TRD002975,FR0000000067,2024-01-10,2024-01-12,fx,35466.35,1.3736,25820,1.37309,1.375,1.374045,2876549,25.1,bb,0,financials,56.2,0,0,0,0,0,0,0,0,0,6889444dd18e9fc5cde5c8ad799e66d31af402594f71151b9f832a8739d968d4,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,1c62be0806f85e36a48bf75837ce03c8b51c5b2eed0cca7bb4e0bd3bf5e32336
TRD000776,FR0000000129,2024-06-12,2024-06-14,equity,16136171.36,539.7796,29894,539.15,541.486,540.318,1053883,49.13,bbb,0,technology,34.8,0,0,0,0,0,0,0,0,0,68735d74b63994eb6a3c5c57f2bdad4ecfc3ecfdf0ca341a9d02d96740d6888b,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,636e978d6dce47dc89903c81489d40107e95b2a4c0716f1a039c9e38989a652e
TRD002747,FR0000000082,2024-05-31,2024-06-03,derivative,209345.78,37.1378,5637,37.0936,37.1806,37.1371,1883566,56.62,a,0,utilities,25.7,0,0,0,0,0,0,0,0,0,e7943185bb91358a0886acc9be977cfdf1641048882d97918eb347c6895b1de0,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,787aa91c3405e16afbc53b6fd7b57d25f72921c5faf06f3d85989904fab87e4e
TRD004674,FR0000000036,2024-03-08,2024-03-11,fx,34287.71,1.4776,23205,1.476903,1.4796,1.478252,432051,45.51,bb,0,healthcare,40.5,0,0,0,0,0,0,1,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD003236,FR0000000126,2024-06-21,2024-06-24,bond,3382412.42,98.8547,34216,98.81,99.0142,98.9121,609303,62.73,bb,0,technology,67.4,0,0,0,0,0,0,0,0,0,eba48b362aec6f28e77dbdbcca0853d05ab088cb49e37b08fbcb260705efacff,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,ad68dc86721e93fb3a7afc896c88ab8091499a3cbcff6b6b4baa96c14f0b9177
TRD008456,FR0000000104,2024-04-22,2024-04-24,equity,3903386.92,104.9862,37180,104.74,105.0183,104.87915,2103498,35.45,bbb,0,industrials,54.0,0,0,0,0,0,0,0,0,0,a9b9873f97332de9460e354e9122b0936a54f36e01e04c10e3132c70bce98c86,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,16ff224346724402a1fd9877dc28dfcd38324ca51ae85eeeb007ef9188d69030
TRD004399,FR0000000108,2024-04-23,2024-04-25,equity,20989627.47,709.5645,29581,707.92,710.9859,709.45295,2218371,45.51,a,0,technology,58.8,0,0,0,0,0,0,1,0,0,db06d340b4e8e68ffca7d87898df665bc80010bba6b9d7d3796fb999a29c4f8b,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,1819fe77d699b2de13c73a0046e8ac9e1172bcf649a1fa187a7e462241714b00
TRD001772,FR0000000048,2024-01-15,2024-01-17,fx,7956.8,0.9316,8541,0.929163,0.9336,0.931382,3815952,45.51,a,0,utilities,22.0,0,0,0,0,0,0,1,0,0,e7943185bb91358a0886acc9be977cfdf1641048882d97918eb347c6895b1de0,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,787aa91c3405e16afbc53b6fd7b57d25f72921c5faf06f3d85989904fab87e4e
TRD004085,FR0000000001,2024-04-23,2024-04-25,bond,3780308.99,114.4889,33019,114.4015,114.5371,114.4693,1222053,9.75,b,1,consumer discretionary,19.8,0,0,0,0,0,0,0,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD001200,FR0000000083,2024-04-29,2024-05-01,derivative,3553.27,10.3594,343,10.3561,10.3632,10.35965,3135070,50.68,nr,0,industrials,50.4,0,0,0,1,0,0,0,0,0,a9b9873f97332de9460e354e9122b0936a54f36e01e04c10e3132c70bce98c86,761210ee2e9f1afa3b5bfa392cbb5ff5b316c5af8c5da7109fa281cf5782b966,16ff224346724402a1fd9877dc28dfcd38324ca51ae85eeeb007ef9188d69030
TRD008282,FR0000000054,2024-02-12,2024-02-14,derivative,1477074.81,30.6829,48140,30.6503,30.6893,30.6698,81408,64.41,bbb,0,technology,57.1,0,0,0,0,0,0,0,0,0,50e3f0170f50790b0ca934ffac1698cc2a1f26cec008abeb821bf9a00c189d38,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,9cf15b6eec5d98f27c3453735cd922a14e22d97f42d207d8e7c27cb34eeacd5e
TRD001512,FR0000000095,2024-01-15,2024-01-17,fx,13931.94,1.304,10684,1.303311,1.305,1.304156,3588298,47.32,aa,0,financials,22.4,0,0,0,0,0,0,0,0,0,6ba3aef6f74d87238d327c5acdc4a258a626050c05733937835d2b9e0c98893d,0154091366bc155c6e8f4399ee20e439f61c6180df4a4f84860795aa854b205a,1dc0f52afc63d4704fec7eb1d3ad9b645230abc9c6ac56a548e1991c9def7529
TRD007119,FR0000000013,2024-04-22,2024-04-24,equity,6042635.85,657.1654,9195,657.0,657.5932,657.2966,4995625,47.11,a,0,consumer discretionary,54.7,0,0,0,0,0,0,0,0,0,e5d543dd4c5391cc3f8d8c44b259c117ef41f0dd4d8e0c0c70e681d48be01707,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,0be3151f95603608128101c878b429131ca17f61a65a98d683c66ba43fefac00
TRD001209,FR0000000131,2024-02-05,2024-02-07,bond,2066230.93,114.7205,18011,114.6894,114.7495,114.71945,2005748,51.14,ccc,0,financials,41.0,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,8163d124a5114cd5b1107d22548026ab98c5ed945adb0aef7ba007f447312e3a
